chain_length,total_time_mean,total_time_std,max_memory_increment_mean,max_memory_increment_std,min_memory_mean,min_memory_std,max_memory_mean,max_memory_std
16,4.034105836391449,0.0961776590065374,0.063875,0.15463868572010844,187.83025,17.255913537855065,187.909015625,17.121382460943963
