chain_length,total_time_mean,total_time_std,max_memory_increment_mean,max_memory_increment_std,min_memory_mean,min_memory_std,max_memory_mean,max_memory_std
16,37.434067078590395,2.4949928945271367,0.182,0.4472427216894742,604.5268046875,117.50201406058963,605.0620390625,116.54585566391177
