chain_length,total_time_mean,total_time_std,max_memory_increment_mean,max_memory_increment_std,min_memory_mean,min_memory_std,max_memory_mean,max_memory_std
16,8.233787117004395,0.11139341202505387,0.070875,0.161358669166644,256.91875,33.75563568603971,257.066640625,33.49330907058774
