chain_length,total_time_mean,total_time_std,max_memory_increment_mean,max_memory_increment_std,min_memory_mean,min_memory_std,max_memory_mean,max_memory_std
16,17.03963323020935,1.2003140465877813,0.114625,0.277445488110269,385.0573125,63.95957169019723,385.3565625,63.433448513599885
