chain_length,total_time_mean,total_time_std,max_memory_increment_mean,max_memory_increment_std,min_memory_mean,min_memory_std,max_memory_mean,max_memory_std
16,0.0044248104095458984,0.00030750340673548285,2.541015625,0.0027621358640099515,204.724609375,6.924674611072948,209.267578125,6.924674611072948
