chain_length,total_time_mean,total_time_std,max_memory_increment_mean,max_memory_increment_std,min_memory_mean,min_memory_std,max_memory_mean,max_memory_std
32,9.953452781677246,1.0023868854964022,0.0735,0.16373031249729203,281.81115625,35.07913031300854,281.9634140625,34.8122595126306
