chain_length,pop_size,total_time,min_memory,max_memory,max_memory_increment
16,256,7.5206005573272705,115.765625,116.65625,0.0
16,256,7.181431531906128,115.30078125,115.75390625,0.4375
16,256,7.384627342224121,117.05078125,117.92578125,0.4375
16,256,7.825146198272705,117.9140625,118.7890625,0.4375
16,256,7.121351480484009,118.328125,119.21484375,0.4375
16,256,7.547337770462036,118.32421875,118.765625,0.0
16,256,7.337994337081909,117.87890625,118.76171875,0.4375
16,256,7.216809272766113,116.96875,118.27734375,0.4375
16,256,7.665229320526123,118.671875,119.125,0.4375
16,256,7.745365142822266,118.64453125,119.51953125,0.4375
16,256,7.910104751586914,119.03515625,119.92578125,0.4375
16,256,7.389536380767822,118.54296875,119.41796875,0.4375
16,256,8.013611555099487,118.48828125,119.39453125,0.4375
16,256,6.982439041137695,118.4296875,119.34375,0.4375
16,256,8.233043670654297,118.8359375,119.7109375,0.4375
16,256,7.545674800872803,118.82421875,119.7109375,0.0
16,256,7.413354396820068,119.23828125,120.11328125,0.4375
16,256,7.849783182144165,119.2265625,120.5390625,0.4375
16,256,6.886239290237427,121.4140625,122.2890625,0.4375
16,256,7.97699236869812,121.83203125,122.70703125,0.4375
16,256,7.482647657394409,123.1171875,123.55859375,0.4375
16,256,7.40467381477356,123.54296875,124.41796875,0.4375
16,256,6.961922645568848,123.49609375,124.38671875,0.4375
16,256,7.664818286895752,123.02734375,124.33984375,0.4375
16,256,6.96523118019104,122.140625,122.578125,0.0
16,256,7.959313631057739,120.34765625,121.66015625,0.4375
16,256,7.5823705196380615,121.62109375,122.5234375,0.4375
16,256,7.738846302032471,120.7265625,121.1640625,0.4375
16,256,7.3481855392456055,120.68359375,121.59765625,0.4375
16,256,7.120928764343262,120.64453125,121.10546875,0.4375
16,256,7.387871026992798,120.19140625,121.06640625,0.4375
16,256,7.385069131851196,120.59765625,121.05859375,0.4375
16,256,7.432822227478027,120.140625,121.453125,0.4375
16,256,7.740356922149658,121.4296875,121.8671875,0.4375
16,256,8.137019872665405,120.5390625,121.8359375,0.4375
16,256,7.149702310562134,120.91796875,121.82421875,0.4375
16,256,7.238471508026123,120.0,121.33984375,0.4375
16,256,6.952193975448608,120.4140625,120.86328125,0.4375
16,256,7.307770013809204,119.94140625,120.828125,0.0
16,256,7.592362880706787,120.78125,121.6875,0.4375
16,256,7.30667519569397,119.875,121.21484375,0.0
16,256,7.177037954330444,120.2890625,121.1796875,0.4375
16,256,7.283201217651367,121.578125,122.46875,0.0
16,256,7.279039144515991,120.67578125,121.55078125,0.4375
16,256,7.745073080062866,120.63671875,121.51171875,0.4375
16,256,7.1093831062316895,120.59375,121.0390625,0.4375
16,256,7.009894847869873,120.5703125,121.44921875,0.4375
16,256,6.904456377029419,121.4140625,122.296875,0.0
16,256,7.215756416320801,121.84765625,123.16015625,0.4375
16,256,6.888086557388306,121.76171875,122.65234375,0.4375
16,256,7.218307971954346,121.296875,122.171875,0.4375
16,256,6.851854562759399,121.27734375,122.15625,0.4375
16,256,8.32347846031189,121.671875,122.5703125,0.4375
16,256,8.372306108474731,120.76953125,121.20703125,0.4375
16,256,7.062589168548584,120.7578125,121.6328125,0.4375
16,256,8.574273824691772,120.73828125,121.61328125,0.4375
16,256,7.143884658813477,121.1640625,121.60546875,0.0
16,256,7.039859056472778,120.26953125,120.70703125,0.4375
16,256,7.942035436630249,120.26171875,120.69921875,0.4375
16,256,7.22720742225647,121.1328125,121.57421875,0.4375
16,256,7.055910110473633,120.6640625,121.9765625,0.4375
16,256,8.104568719863892,121.953125,122.40625,0.4375
16,256,7.347916126251221,121.92578125,122.375,0.4375
16,256,7.250981330871582,121.90234375,122.3515625,0.4375
16,256,8.012557983398438,122.77734375,123.65234375,0.4375
16,256,7.252344608306885,122.3046875,122.75,0.0
16,256,6.995906352996826,120.9609375,121.8359375,0.4375
16,256,7.9684898853302,120.9296875,122.2421875,0.4375
16,256,7.029703140258789,121.7734375,122.65625,0.4375
16,256,7.239095687866211,120.88671875,121.76171875,0.4375
16,256,7.975934028625488,119.18359375,119.62890625,0.4375
16,256,7.449990749359131,119.140625,120.0390625,0.4375
16,256,7.457706928253174,120.0078125,120.4453125,0.0
16,256,7.199016571044922,120.40234375,120.85546875,0.4375
16,256,7.262348651885986,120.83984375,121.71484375,0.4375
16,256,7.007405757904053,120.359375,121.2578125,0.4375
16,256,7.600723505020142,119.890625,120.33203125,0.4375
16,256,8.057833671569824,120.74609375,121.62109375,0.4375
16,256,6.841127157211304,121.14453125,121.5859375,0.4375
16,256,7.638404846191406,120.6875,121.578125,0.4375
16,256,7.637914657592773,119.76953125,120.671875,0.0
16,256,7.137078046798706,119.7265625,120.6015625,0.4375
