chain_length,total_time_mean,total_time_std,max_memory_increment_mean,max_memory_increment_std,min_memory_mean,min_memory_std,max_memory_mean,max_memory_std
16,7.443410034179688,0.3922108994516097,0.37625,0.1525716010086524,120.47875,1.4503022785337305,121.2930078125,1.4546325488458325
