Tue Jan 28 10:18:00 2025    n16_ps256_8t/ppfunction_results.prof

         11414217 function calls (10505962 primitive calls) in 23.292 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
 3952/357    3.460    0.001   13.771    0.039 /home/speron/paralela/dinamic_ga/n16_ps256_8t/dgamod.py:143(reward_based_fitness)
316160/28526    3.374    0.000   14.813    0.001 /home/speron/paralela/dinamic_ga/n16_ps256_8t/dgamod.py:113(calculate_next_state)
316160/28526    3.096    0.000    0.281    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/numpy/matrixlib/defmatrix.py:229(__rmul__)
1580800/1264640    2.645    0.000    3.139    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/numpy/matrixlib/defmatrix.py:172(__array_finalize__)
   316160    1.604    0.000    1.604    0.000 {built-in method _warnings.warn}
   316160    1.097    0.000    5.297    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/numpy/matrixlib/defmatrix.py:117(__new__)
   632320    1.003    0.000    1.943    0.000 {method 'transpose' of 'numpy.ndarray' objects}
   632320    0.900    0.000    3.152    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:51(_wrapfunc)
   316160    0.781    0.000    6.078    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/numpy/matrixlib/defmatrix.py:35(asmatrix)
   632320    0.752    0.000    3.904    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:630(transpose)
  2215016    0.711    0.000    0.714    0.000 {built-in method builtins.isinstance}
   316160    0.672    0.000    2.381    0.000 {method 'view' of 'numpy.ndarray' objects}
   316169    0.384    0.000    0.384    0.000 {built-in method numpy.asarray}
   316160    0.336    0.000    0.580    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:1621(squeeze)
   634178    0.313    0.000    0.313    0.000 {built-in method builtins.getattr}
   316800    0.298    0.000    0.298    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/numpy/lib/_type_check_impl.py:84(real)
   316160    0.244    0.000    0.244    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        8    0.239    0.030    0.272    0.034 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/pygad/utils/crossover.py:153(uniform_crossover)
   632320    0.213    0.000    0.213    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:626(_transpose_dispatcher)
   316800    0.128    0.000    0.128    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/numpy/lib/_type_check_impl.py:80(_real_dispatcher)
       17    0.122    0.007   22.941    1.349 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/pygad/pygad.py:1632(cal_pop_fitness)
   316160    0.120    0.000    0.120    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/numpy/_core/multiarray.py:761(dot)
   316160    0.112    0.000    0.112    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:1617(_squeeze_dispatcher)
     3952    0.035    0.000    0.083    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/concurrent/futures/_base.py:537(set_result)
     3952    0.034    0.000    1.858    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/concurrent/futures/thread.py:165(submit)
 3952/357    0.033    0.000   22.382    0.063 /home/speron/miniconda3/envs/gaprof/lib/python3.13/concurrent/futures/thread.py:54(run)
     3691    0.030    0.000   40.699    0.011 /home/speron/miniconda3/envs/gaprof/lib/python3.13/threading.py:327(wait)
