chain_length,pop_size,total_time,min_memory,max_memory,max_memory_increment
16,512,14.008038997650146,120.43359375,121.74609375,0.4375
16,512,13.010435104370117,122.16796875,123.48046875,0.4375
16,512,13.02329397201538,122.16015625,123.04296875,0.0
16,512,14.211194276809692,121.71484375,123.02734375,0.4375
16,512,12.951374292373657,122.5546875,123.015625,0.4375
16,512,13.142439603805542,120.875,121.7578125,0.0
16,512,12.83223295211792,119.98046875,120.4296875,0.4375
16,512,12.865290641784668,120.81640625,121.71484375,0.4375
16,512,13.483671426773071,119.90234375,120.8046875,0.4375
16,512,13.122336387634277,120.3203125,121.1953125,0.4375
16,512,13.348068475723267,120.73046875,121.16796875,0.4375
16,512,14.173124313354492,122.03515625,123.34765625,0.4375
16,512,13.73445439338684,123.76953125,124.6484375,0.4375
16,512,12.887705087661743,123.7421875,124.1953125,0.4375
16,512,12.799638986587524,122.3984375,123.73046875,0.4375
16,512,12.836670160293579,123.2421875,124.5625,0.4375
16,512,13.327869176864624,123.21484375,124.5546875,0.4375
16,512,13.231796503067017,121.484375,123.65234375,0.4375
16,512,13.129742622375488,121.89453125,122.76953125,0.4375
16,512,13.123635292053223,122.33203125,123.20703125,0.4375
16,512,13.543883085250854,121.84375,123.171875,0.4375
16,512,13.109013557434082,122.70703125,123.1484375,0.0
16,512,13.283867835998535,123.9921875,124.88671875,0.4375
16,512,13.000071048736572,123.9296875,124.8203125,0.4375
16,512,12.957781791687012,123.44921875,124.32421875,0.4375
16,512,12.609331130981445,123.43359375,124.30859375,0.4375
16,512,12.960447311401367,123.84765625,124.734375,0.4375
16,512,13.103501319885254,122.9296875,123.3828125,0.4375
16,512,12.960741996765137,122.4609375,123.8046875,0.0
16,512,12.852941274642944,122.4375,123.328125,0.4375
16,512,12.76259469985962,121.5390625,122.4140625,0.4375
16,512,12.627836227416992,121.9453125,122.8203125,0.4375
16,512,12.897544384002686,122.37109375,122.8203125,0.4375
16,512,13.100875854492188,123.671875,124.109375,0.4375
16,512,12.910593271255493,123.19140625,124.078125,0.4375
16,512,12.944036960601807,122.3046875,123.1796875,0.4375
16,512,12.993276119232178,123.59375,124.46875,0.4375
16,512,12.810190916061401,124.02734375,124.46875,0.4375
16,512,12.9098539352417,123.109375,124.00390625,0.0
16,512,13.844647645950317,123.08203125,123.95703125,0.4375
16,512,12.931285858154297,123.03125,123.49609375,0.4375
16,512,12.931893110275269,123.890625,124.34375,0.4375
16,512,12.899244546890259,123.42578125,123.875,0.4375
16,512,12.795403003692627,123.40625,124.29296875,0.4375
16,512,13.269376039505005,123.81640625,124.7109375,0.4375
16,512,12.81333589553833,123.796875,124.67578125,0.0
16,512,12.782886028289795,123.33984375,124.65234375,0.4375
16,512,13.170140027999878,124.17578125,125.06640625,0.4375
16,512,13.523911476135254,124.14453125,124.59765625,0.0
16,512,13.618701457977295,123.69140625,125.01953125,0.0
16,512,13.104804992675781,122.77734375,123.6640625,0.4375
16,512,13.644614696502686,122.765625,123.21484375,0.4375
16,512,13.367641925811768,121.859375,122.30859375,0.4375
16,512,12.673907995223999,122.71875,123.59375,0.4375
16,512,12.983431577682495,122.20703125,122.66015625,0.4375
16,512,13.234887599945068,123.06640625,123.5078125,0.4375
16,512,13.03345799446106,121.1875,122.62109375,0.4375
16,512,12.785085916519165,122.046875,123.359375,0.4375
16,512,13.256735801696777,122.4609375,123.3359375,0.4375
16,512,12.841925859451294,122.87890625,124.19140625,0.4375
16,512,13.193796157836914,122.40625,123.28125,0.4375
16,512,13.003794193267822,121.5078125,122.8203125,0.4375
16,512,13.493935108184814,122.3671875,122.81640625,0.0
16,512,14.119163513183594,122.7890625,123.234375,0.0
16,512,12.959962606430054,122.76171875,123.6640625,0.4375
16,512,12.815510511398315,122.73828125,123.18359375,0.4375
16,512,13.148077726364136,122.71875,123.171875,0.0
16,512,13.710283517837524,123.57421875,124.01171875,0.4375
16,512,12.76342248916626,123.56640625,124.00390625,0.0
16,512,13.085633993148804,124.86328125,126.17578125,0.4375
16,512,13.101880311965942,124.80859375,125.71484375,0.4375
16,512,12.720688581466675,124.7734375,125.2265625,0.4375
16,512,13.253031492233276,123.8828125,124.7578125,0.4375
16,512,12.759568452835083,123.84765625,124.73828125,0.4375
16,512,13.116214036941528,123.83203125,124.2734375,0.4375
16,512,14.312653541564941,123.36328125,123.8203125,0.4375
16,512,12.82338261604309,122.875,123.33203125,0.4375
16,512,12.81909441947937,121.53125,122.42578125,0.0
16,512,13.109974145889282,122.83984375,123.27734375,0.4375
16,512,12.877914905548096,123.27734375,123.27734375,0.0
16,512,13.266794443130493,123.2734375,124.1484375,0.4375
16,512,12.85547685623169,123.7109375,124.1484375,0.4375
16,512,12.944530487060547,122.8125,123.7109375,0.4375
16,512,13.063894748687744,122.359375,124.109375,0.4375
16,512,13.010451078414917,123.22265625,124.109375,0.4375
16,512,12.672067880630493,123.64453125,123.64453125,0.0
16,512,13.207905530929565,123.17578125,124.07421875,0.4375
16,512,13.147642374038696,123.1640625,123.60546875,0.4375
16,512,13.191027879714966,123.13671875,124.015625,0.4375
16,512,13.07365894317627,123.11328125,124.42578125,0.4375
16,512,13.049915552139282,123.06640625,123.96875,0.4375
16,512,12.97791862487793,122.15234375,123.046875,0.4375
16,512,12.860435485839844,122.578125,124.328125,0.4375
16,512,13.560739755630493,122.52734375,123.43359375,0.4375
16,512,13.10047435760498,122.93359375,123.37890625,0.4375
16,512,13.281911849975586,123.35546875,123.80859375,0.4375
16,512,12.891659021377563,122.90234375,123.35546875,0.4375
16,512,13.135769605636597,124.640625,125.0859375,0.4375
16,512,13.106574058532715,124.6015625,125.0625,0.4375
16,512,13.22660493850708,123.296875,123.734375,0.4375
