chain_length,pop_size,total_time,min_memory,max_memory,max_memory_increment
16,4096,71.88128089904785,137.046875,144.484375,0.875
16,4096,70.53649020195007,157.171875,164.609375,1.75
16,4096,71.45084810256958,172.921875,182.984375,1.75
16,4096,71.05186724662781,189.171875,196.609375,1.3125
16,4096,88.34861421585083,206.671875,213.671875,1.75
16,4096,69.30914998054504,221.109375,230.296875,1.3125
16,4096,69.63559436798096,237.734375,245.171875,1.75
16,4096,68.81762766838074,252.171875,261.796875,1.75
16,4096,70.39103603363037,268.796875,276.234375,1.3125
16,4096,68.0929708480835,283.671875,293.296875,1.75
16,4096,69.00957608222961,300.296875,307.296875,1.75
16,4096,67.98533225059509,316.921875,323.921875,1.75
16,4096,83.62913274765015,331.359375,338.359375,1.75
16,4096,78.17465329170227,347.546875,354.546875,1.3125
16,4096,68.342045545578,361.546875,368.984375,1.75
16,4096,69.2116551399231,378.609375,385.609375,1.75
16,4096,86.87951159477234,392.671875,400.546875,1.75
16,4096,76.57330679893494,410.171875,417.171875,1.75
16,4096,70.73044419288635,424.609375,431.609375,1.75
16,4096,68.29475593566895,440.796875,447.796875,1.3125
16,4096,71.18322205543518,455.234375,462.234375,1.3125
16,4096,69.34068059921265,472.296875,479.296875,1.75
16,4096,68.43290162086487,486.734375,494.171875,1.75
16,4096,68.7715847492218,503.796875,510.796875,1.75
16,4096,69.07739615440369,518.234375,523.046875,1.75
16,4096,69.38199043273926,523.046875,523.046875,0.0
16,4096,67.76201915740967,523.046875,523.046875,0.0
16,4096,68.14373922348022,523.046875,523.046875,0.0
16,4096,68.38390731811523,523.046875,523.046875,0.0
16,4096,70.34511804580688,523.046875,523.046875,0.0
16,4096,68.48361897468567,523.046875,523.046875,0.0
16,4096,68.34149122238159,523.046875,523.046875,0.0
16,4096,70.2438280582428,523.046875,523.046875,0.0
16,4096,69.49684453010559,523.046875,523.046875,0.0
16,4096,88.56822633743286,523.046875,523.046875,0.0
16,4096,70.13471269607544,523.046875,523.046875,0.0
16,4096,68.88476967811584,523.046875,523.046875,0.0
16,4096,68.77842998504639,523.046875,523.046875,0.0
16,4096,69.5701916217804,523.046875,523.046875,0.0
16,4096,69.45351052284241,523.046875,523.046875,0.0
16,4096,70.60827088356018,523.046875,523.046875,0.0
16,4096,69.39830923080444,523.046875,523.046875,0.0
16,4096,69.02968168258667,523.046875,523.046875,0.0
16,4096,70.11106371879578,523.046875,523.046875,0.0
16,4096,69.40005612373352,523.046875,523.046875,0.0
16,4096,69.79381346702576,523.046875,523.046875,0.0
16,4096,70.77014136314392,523.046875,523.046875,0.0
16,4096,83.99207973480225,523.046875,523.046875,0.0
16,4096,67.91935062408447,523.046875,525.234375,1.3125
16,4096,69.45965361595154,534.859375,542.296875,1.75
16,4096,69.83461785316467,549.296875,558.921875,1.75
16,4096,88.23937320709229,566.359375,573.796875,1.75
16,4096,71.82263207435608,580.796875,590.421875,1.75
16,4096,70.81725931167603,597.421875,604.421875,1.3125
16,4096,69.74875712394714,612.296875,619.296875,1.75
16,4096,69.85773754119873,628.921875,635.921875,1.75
16,4096,89.47457575798035,642.921875,652.984375,1.75
16,4096,90.76988911628723,659.546875,666.984375,1.75
16,4096,88.04887461662292,676.609375,684.046875,1.3125
16,4096,88.58748245239258,691.046875,698.046875,1.3125
16,4096,68.92742347717285,705.046875,712.046875,1.75
16,4096,67.76423978805542,721.234375,728.671875,1.3125
16,4096,68.4299168586731,735.671875,745.734375,1.75
16,4096,69.18080282211304,752.734375,759.734375,1.3125
16,4096,69.5958309173584,769.359375,776.796875,1.3125
16,4096,68.61748790740967,784.234375,791.234375,1.75
16,4096,67.86294174194336,800.859375,808.296875,1.75
16,4096,71.02725172042847,815.296875,824.921875,1.75
16,4096,69.85064244270325,831.921875,839.796875,1.75
16,4096,70.2508237361908,846.796875,855.984375,1.3125
16,4096,70.80678486824036,863.421875,870.859375,1.3125
16,4096,70.85682940483093,880.046875,885.296875,1.3125
16,4096,69.29118943214417,885.296875,885.296875,0.0
16,4096,70.34364581108093,885.296875,885.296875,0.0
16,4096,69.25773406028748,885.296875,885.296875,0.0
16,4096,69.04546356201172,885.296875,885.296875,0.0
16,4096,89.26083016395569,885.296875,885.296875,0.0
16,4096,70.54341888427734,885.296875,885.296875,0.0
16,4096,69.25961422920227,885.296875,885.296875,0.0
16,4096,68.84403967857361,885.296875,885.296875,0.0
16,4096,68.90527319908142,885.296875,885.296875,0.0
16,4096,68.85402226448059,885.296875,885.296875,0.0
16,4096,68.757009267807,885.296875,885.296875,0.0
16,4096,69.3330545425415,885.296875,885.296875,0.0
16,4096,77.65509128570557,885.296875,885.296875,0.0
16,4096,73.73403906822205,885.296875,885.296875,0.0
16,4096,68.3293731212616,885.296875,885.296875,0.0
16,4096,70.01252579689026,885.296875,885.296875,0.0
16,4096,69.43040657043457,885.296875,885.296875,0.0
16,4096,70.84787940979004,885.296875,885.296875,0.0
16,4096,69.40133905410767,885.296875,885.296875,0.0
16,4096,69.15050268173218,885.296875,885.296875,0.0
16,4096,69.36601161956787,885.296875,885.296875,0.0
16,4096,68.71574831008911,885.296875,885.296875,0.0
16,4096,70.17540144920349,885.296875,885.296875,0.0
16,4096,69.20024585723877,885.296875,885.296875,0.0
16,4096,69.11672925949097,885.296875,885.296875,0.0
16,4096,70.52176141738892,885.296875,885.296875,0.0
16,4096,72.25257134437561,885.296875,885.296875,0.0
16,4096,68.6308126449585,885.296875,885.296875,0.0
16,4096,68.19895935058594,885.296875,885.296875,0.0
16,4096,69.82850289344788,885.296875,885.296875,0.0
16,4096,69.83728075027466,885.296875,885.296875,0.0
16,4096,69.14137029647827,885.296875,885.296875,0.0
16,4096,70.14556002616882,885.296875,885.296875,0.0
16,4096,69.12644910812378,885.296875,885.296875,0.0
16,4096,69.88949251174927,885.296875,885.296875,0.0
16,4096,70.60177707672119,885.296875,885.296875,0.0
16,4096,89.19570899009705,885.296875,885.296875,0.0
16,4096,69.61324143409729,885.296875,885.296875,0.0
16,4096,69.91912245750427,885.296875,885.296875,0.0
16,4096,69.44036650657654,885.296875,885.296875,0.0
16,4096,70.29624032974243,885.296875,885.296875,0.0
16,4096,69.92567110061646,885.296875,885.296875,0.0
16,4096,72.31489682197571,885.296875,885.296875,0.0
16,4096,70.30386209487915,885.296875,885.296875,0.0
16,4096,71.63072800636292,885.296875,885.296875,0.0
16,4096,69.99847531318665,885.296875,885.296875,0.0
16,4096,69.52000832557678,887.921875,897.984375,1.75
16,4096,72.33634948730469,904.984375,912.421875,1.75
16,4096,87.91327381134033,919.859375,919.859375,0.0
16,4096,68.53427743911743,919.859375,919.859375,0.0
16,4096,70.53975176811218,919.859375,919.859375,0.0
