chain_length,pop_size,total_time,min_memory,max_memory,max_memory_increment
64,512,3.8881120681762695,222.78125,226.28125,0.4375
64,512,3.8036093711853027,227.1484375,231.0859375,0.875
64,512,3.9360718727111816,231.51953125,232.39453125,0.4375
64,512,3.894792079925537,233.26953125,233.70703125,0.0
64,512,3.7795448303222656,233.265625,235.015625,0.875
64,512,3.768897533416748,234.57421875,235.88671875,0.4375
64,512,3.727125644683838,237.63671875,241.57421875,0.875
64,512,3.7751903533935547,241.12890625,245.50390625,1.3125
64,512,3.644514799118042,247.69140625,248.12890625,0.4375
64,512,3.7455315589904785,249.00390625,250.31640625,0.875
64,512,3.8244457244873047,253.81640625,256.87890625,0.875
64,512,3.6490228176116943,256.875,258.625,0.875
64,512,3.7568671703338623,260.375,266.0625,1.3125
64,512,3.7590553760528564,266.9296875,270.4296875,0.4375
64,512,3.7063028812408447,272.609375,273.0546875,0.4375
64,512,3.8437557220458984,273.03515625,275.66015625,0.875
64,512,3.7364909648895264,279.59765625,281.78515625,0.875
64,512,3.699368715286255,282.21484375,282.66015625,0.4375
64,512,3.875613212585449,282.20703125,283.08984375,0.4375
64,512,3.816230058670044,282.19921875,282.64453125,0.0
64,512,3.8025898933410645,282.19140625,282.63671875,0.0
64,512,3.8779921531677246,281.74609375,282.19140625,0.0
64,512,3.7570271492004395,281.74609375,282.62109375,0.4375
64,512,3.904452085494995,282.6171875,283.05859375,0.0
64,512,3.7186994552612305,282.17578125,282.6171875,0.0
64,512,3.833165407180786,282.17578125,282.17578125,0.0
64,512,3.823456287384033,282.17578125,282.61328125,0.0
64,512,3.794301986694336,282.60546875,283.48046875,0.4375
64,512,3.757338285446167,282.6015625,283.04296875,0.0
64,512,3.912686586380005,275.24609375,283.0390625,0.4375
64,512,3.7792110443115234,275.24609375,275.24609375,0.0
64,512,3.842745542526245,274.80078125,275.67578125,0.4375
64,512,3.7708916664123535,275.234375,275.67578125,0.0
64,512,3.7687904834747314,274.3515625,275.234375,0.4375
64,512,3.784777879714966,274.3515625,275.2265625,0.4375
64,512,3.7551982402801514,274.34375,275.2265625,0.4375
64,512,3.76591157913208,274.33984375,274.78125,0.4375
64,512,3.793121099472046,273.453125,274.33984375,0.4375
64,512,3.7265710830688477,273.453125,274.328125,0.4375
64,512,3.875047206878662,273.890625,274.328125,0.0
64,512,3.9722390174865723,273.44921875,273.890625,0.4375
64,512,3.6740190982818604,273.88671875,274.76171875,0.4375
64,512,3.665013074874878,274.76171875,278.69921875,0.875
64,512,3.711344003677368,280.43359375,281.32421875,0.4375
64,512,3.6344170570373535,280.87109375,282.18359375,0.4375
64,512,3.74434757232666,282.18359375,283.05859375,0.4375
64,512,3.5554709434509277,282.6171875,283.05859375,0.0
64,512,3.678867816925049,281.734375,283.046875,0.4375
64,512,3.806060552597046,283.04296875,283.484375,0.0
64,512,3.72444224357605,283.0390625,283.48046875,0.0
