Tue Jan 28 05:47:21 2025    n16_ps4096_4t/ppfunction_results.prof

         182080061 function calls (171235483 primitive calls) in 206.483 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    61987    0.028    0.000    0.028    0.000 {method 'append' of 'collections.deque' objects}
    62149    0.027    0.000    0.027    0.000 {method 'release' of '_thread.lock' objects}
    61987    0.027    0.000    0.027    0.000 {built-in method _thread.allocate_lock}
   126188    0.022    0.000    0.022    0.000 {method 'append' of 'list' objects}
    63088    0.022    0.000    0.022    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/concurrent/futures/thread.py:48(__init__)
    63088    0.022    0.000    0.022    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/concurrent/futures/_base.py:337(_invoke_callbacks)
 1333/987    0.021    0.000   44.211    0.045 /home/speron/miniconda3/envs/gaprof/lib/python3.13/threading.py:519(release)
    63089    0.020    0.000    0.020    0.000 {method '_is_owned' of '_thread.RLock' objects}
    63088    0.020    0.000    0.020    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/concurrent/futures/_base.py:398(__get_result)
    92087    0.019    0.000    0.019    0.000 {method 'getrandbits' of '_random.Random' objects}
    69632    0.018    0.000    0.018    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/pygad/utils/nsga2.py:264(<lambda>)
       17    0.018    0.001   53.697    3.159 /home/speron/miniconda3/envs/gaprof/lib/python3.13/concurrent/futures/_base.py:583(map)
    29496    0.016    0.000    0.016    0.000 {built-in method _abc._abc_instancecheck}
    59070    0.016    0.000    0.016    0.000 {method 'bit_length' of 'int' objects}
       32    0.015    0.000    0.015    0.000 {method 'tolist' of 'numpy.ndarray' objects}
    29496    0.014    0.000    0.031    0.000 <frozen abc>:117(__instancecheck__)
    63096    0.014    0.000    0.014    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:2114(_shape_dispatcher)
    59129    0.013    0.000    0.013    0.000 {method 'add' of 'set' objects}
        1    0.011    0.011  206.480  206.480 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/pygad/pygad.py:1863(run)
       17    0.011    0.001    0.090    0.005 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/pygad/utils/parent_selection.py:12(steady_state_selection)
       18    0.010    0.001   95.200    5.289 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/pygad/pygad.py:2337(best_solution)
    29525    0.009    0.000    0.009    0.000 {method 'items' of 'dict' objects}
    29515    0.009    0.000    0.009    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/numpy/_core/multiarray.py:383(where)
       38    0.008    0.000    0.008    0.000 {built-in method numpy.array}
        8    0.006    0.001    0.007    0.001 /home/speron/paralela/dinamic_ga/n16_ps4096_4t/dgamod.py:69(fidelity)
    29506    0.005    0.000    0.005    0.000 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:3323(_prod_dispatcher)
        8    0.003    0.000    0.035    0.004 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/pygad/pygad.py:2303(run_update_population)
       68    0.003    0.000    0.003    0.000 {built-in method _thread.start_joinable_thread}
        1    0.002    0.002    0.003    0.003 /home/speron/miniconda3/envs/gaprof/lib/python3.13/site-packages/pygad/pygad.py:1336(initialize_population)
